auditee_uei,Count,CountDistinct_audit_year,Right_CountDistinct_audit_year,CountDistinct_report_id,First_auditee_city,First_auditee_ein,First_auditee_name,First_auditee_state,First_auditee_zip,First_cognizant_agency,First_entity_type,Max_audit_year,Right_Max_audit_year,Right_Min_audit_year,Min_audit_year,Sum_going_concern_num,Sum_internal_control_def_num,Sum_low_risk_num,Sum_material_weakness_gen_num,Sum_material_weakness_number,Sum_modified_opinion_number,Sum_noncompliance_num,Sum_prior_findings_num,Sum_questioned_costs_number,Sum_repeat_finding_number,Sum_significant_deficiency_number,Sum_total_amount_expended_num,is_problem_entity,risk_score
MSLUL3GGXD85,7,2,2,2,ARGOS,356004466,ARGOS COMMUNITY SCHOOLS,IN,46501,,local,2024,2024,2022,2022,0,0,0,0,4,4,0,0,0,1,3,4378103,1,70
QY6ZHNKREKS3,1,4,1,4,NEW ULM,410695520,MARTIN LUTHER COLLEGE,MN,56073,,local,2025,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,12792607,0,10
NAP6FSJDU4B4,4,2,2,2,MINNEAPOLIS,311756049,FRIENDSHIP ACADEMY OF THE ARTS,MN,55406,,higher-ed,2023,2023,2022,2022,0,0,0,0,4,0,0,0,3,1,0,1775018,1,40
ZFZSKMKDMJL6,3,3,2,3,CAPE CORAL,591312996,"CITY OF CAPE CORAL, FLORIDA",FL,33991,,local,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,0,3,91756899,1,30
M2ENSJTABU43,2,3,1,3,ROCKVILLE,520891845,MONTGOMERY COLLEGE,MD,20850,,higher-ed,2024,2023,2023,2022,0,0,0,0,2,0,0,0,0,0,0,160027525,0,20
NK5CH1GBN4E5,1,3,1,3,FRAMINGHAM,042630450,"WAYSIDE YOUTH & FAMILY SUPPORT NETWORK, INC.",MA,01701,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,0,4545079,0,10
HU8MXGAX2JS5,1,1,1,1,South Ogden,870214471,Goldenwest Credit Union,UT,84403,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,1826265,0,10
JKDPRJ4VJFS9,5,3,3,3,WILMINGTON,510209843,"THE MINISTRY OF CARING, INC",DE,19801,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,2,1,5,8070311,1,50
U9EKHA1B7L39,2,3,2,4,ESCONDIDO,330306861,"FRATERNITY HOUSE, INC.",CA,92029,,non-profit,2024,2023,2022,2022,0,0,0,0,1,0,0,0,1,1,1,3538855,0,20
W15WDCJRVAX6,1,2,1,2,West Des Moines,421326564,Iowa Health Care Association Foundation,IA,50266,,non-profit,2024,2024,2024,2023,0,0,0,0,1,0,0,0,0,0,0,11227695,0,10
GL1WH5BDCN74,13,3,3,3,ASHLAND,472963287,SOUTHERN OREGON UNIVERSITY,OR,97520,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,3,6,13,87118244,1,130
NDV8ZA262PF8,1,1,1,1,Louisville,611308663,"South Fork Retirement Center, Inc.",IN,40203,,non-profit,2025,2025,2025,2025,0,0,0,0,0,0,0,0,0,0,1,789377,0,10
L73LDAH4C4T3,1,1,1,1,Seattle,043401323,"AMERICA WALKS, INC.",WA,98113,,non-profit,2023,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,1,837995,0,10
PXKKGGUQBK84,5,2,1,2,ORLEANS,351097862,ORLEANS COMMUNITY SCHOOLS,IN,47452,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,5,6359878,1,50
LPK3WPMG92A4,4,2,1,2,Anahiem,260391438,"Grandma's House of Hope",CA,92806,,non-profit,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,4,1855367,1,40
J5NLLKLQCBJ3,5,1,1,1,UNALAKLEET,920039457,NATIVE VILLAGE OF UNALAKLEET,AK,99684,,tribal,2021,2021,2021,2021,0,0,0,0,0,5,0,0,0,0,0,2934133,1,50
HK97MC282GW2,5,3,1,3,BETHESDA,520806696,NATIONAL COUNCIL ON RADIATION PROTECTION AND MEASUREMENTS,MD,20814,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,5,6981424,1,50
GX4FM9VQD7W3,32,2,2,2,FLORENCE,866000556,"PINAL COUNTY, ARIZONA",AZ,85132,,local,2023,2023,2022,2022,0,0,0,0,6,0,0,0,0,12,26,141178915,1,320
GUQKELUHM3N7,9,3,3,3,Hartford,396002500,School District of Hartford Jt. No. 1,WI,53027,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,9,9,7279746,1,90
SNH6M79574X9,1,2,1,3,CARROLLTON,376000925,"GREENE COUNTY, ILLINOIS",IL,62016,,local,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,4461135,0,10
F3LJGJJJ8CC6,5,3,1,3,Brooklyn,066001967,Town of Brooklyn,CT,06234,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,5,5598184,1,50
PPPXANKDF7N7,2,2,1,2,LAGUNA BEACH,956000729,CITY OF LAGUNA BEACH,CA,92651,,local,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,6524763,0,20
T59RCM6X6WU5,1,4,1,4,ANDERSON,576000221,CITY OF ANDERSON,SC,29624,,local,2025,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,25823550,0,10
EQ6GMFADBSN1,17,4,2,4,LAKE WALES,591275800,"WARNER UNIVERSITY, INC.",CO,33859,,higher-ed,2025,2023,2022,2022,0,0,0,0,2,0,0,0,3,4,11,37202629,1,170
NDPVN3FLYFM4,3,3,1,3,RENO,942427596,THE NATIONAL JUDICIAL COLLEGE,NV,89557,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,3,7116572,1,30
YNNLDN4VKEH5,1,3,1,3,LOUISVILLE,414127209,LOUISVILLE HOUSING OPPORTUNITIES AND MICRO-ENTERPRISE COMMUNITY DEVELO,KY,40215,,non-profit,2024,2024,2024,2022,0,0,0,0,0,1,0,0,0,0,0,4053808,0,10
LCA6ETKPC1D6,2,3,2,3,New Haven,205118947,Achievement First Brooklyn Charter Schools,CT,06513,,non-profit,2024,2023,2022,2022,0,0,0,0,0,1,0,0,0,0,2,53968203,0,20
SDJZAAPVXR36,2,3,1,3,WINOOSKI,036000783,WINOOSKI SCHOOL DISTRICT,VT,05404,84,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,2,184313223,0,20
CU1PMBKMNHL5,2,1,1,1,GLENDALE,954416336,GLENDALE ARTS,CA,912033304,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,2,0,0,1232940,0,20
UX73DLGXV6B8,4,1,1,1,COLUMBIA,521723716,"BRIDGES TO HOUSING STABILITY, INC.",MD,21046,,non-profit,2022,2022,2022,2022,0,0,0,0,2,0,0,0,0,0,2,1268565,1,40
RECEK6NJ6F51,2,1,1,1,MIDDLEBURY,066002034,"TOWN OF MIDDLEBURY, CONNECTICUT",CT,06762,,local,2022,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,1,1714515,0,20
GB9NVW4QNBA6,12,3,2,3,CHESTERFIELD,431423050,MERCY HEALTH,MO,63017,93,non-profit,2024,2023,2022,2022,0,0,0,0,6,0,0,0,5,1,6,266183603,1,120
KAEPYAVFZCK1,3,2,1,2,Rockville,522259318,"Greater Washington Jewish Coalition Against Domestic Abuse, Inc.",MD,20895,,non-profit,2024,2023,2023,2023,0,0,0,0,0,3,0,0,0,0,3,1969373,1,30
D21TJL4DBSS8,2,1,1,1,GRAFTON,450357988,UPPER VALLEY SPECIAL EDUCATION DISTRICT,ND,58237,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,917283,0,20
CYEZUTQ6GME3,52,3,3,3,RUSSELLVILLE,710433583,"FRIENDSHIP COMMUNITY CARE, INC.",AR,72811,,non-profit,2024,2024,2022,2022,0,0,0,0,52,0,0,0,0,16,0,38152779,1,520
E2M5KMJQV9S8,2,1,1,1,Oak Ridge,621693789,"American Museum of Science and Energy Foundation, Inc.",TN,37830,,non-profit,2023,2023,2023,2023,0,0,0,0,2,0,0,0,1,0,0,2907287,0,20
K3YDZV3UNM49,9,3,2,3,BRONX,133863696,"UNIQUE PEOPLE SERVICES - AIDS PROGRAMS, INC..",NY,10466,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,2,2,9,8675368,1,90
ZYE3A72ETCJ5,15,3,2,3,WADLEY,630494681,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,36276,,higher-ed,2024,2024,2023,2022,0,0,0,0,0,0,0,0,0,0,15,54833444,1,150
GYD3LM7HJYW1,2,1,1,1,PAGOSA SPRINGS,840635861,ARCHULETA HOUSING CORPORATION,CO,811475119,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,2,0,1139447,0,20
MLPTDSA47211,1,4,1,4,COLDSPRING,746000524,COLDSPRING-OAKHURST CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,TX,77331,,local,2025,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,16363282,0,10
TXRLK7QTNK25,6,3,2,3,EVANSDALE,421196544,EVANSDALE MUNICIPAL HOUSING AUTHORITY,IA,507071146,,local,2024,2024,2023,2022,0,0,0,0,6,0,0,0,0,1,0,2824462,1,60
ZWKMU75DGJY4,3,1,1,1,Buffalo,474554116,POP Biotechnologies Inc.,NY,14228,,unknown,2023,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,3,1901292,1,30
KM6FKH3XN3P5,1,3,1,3,ABERDEEN,916066958,COASTAL COMMUNITY ACTION PROGRAM,WA,98520,,non-profit,2024,2024,2024,2022,0,0,0,0,1,0,0,0,0,0,0,25475881,0,10
H16GXLDEEL14,33,3,3,3,CALUMET CITY,366004364,DOLTON SCHOOL DISTRICT 149,IL,60409,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,2,7,0,26014693,1,330
GRACKHSLXK14,1,1,1,1,GRANITE CITY,371113888,VENICE CUSD #3,IL,62040,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,881733,0,10
QBB8HLQ1FJC7,6,3,3,3,HOUSTON,460610939,FULTON GARDENS II CORPORATION,TX,77009,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,5,0,17413752,1,60
HLJMJLPR67L9,2,3,1,3,SAN ANTONIO,741143135,"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF SAN ANTONIO",TX,78237,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,6405299,0,20
FM35YJ3MRQD8,1120,1,1,1,New York,464248304,"Mount Sinai Health System, Inc.",NY,10017,93,non-profit,2024,2024,2024,2024,0,0,0,0,550,0,0,0,1100,0,570,1051800596,1,11200
SSGHN8JLDLC7,1,3,1,3,Chico,946000308,City of Chico,CA,95928,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,1,82129479,0,10
ECNJYMDND5J6,2,3,1,3,NORTHFIELD,410713909,THREE LINKS APARTMENTS,MN,55057,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,2,11112807,0,20
JEPHUCNMTCT5,1,3,1,3,PHARR,262731494,HIDALGO COUNTY REGIONAL MOBILITY AUTHORITY,TX,78577,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,102168686,0,10
FDMWZVJL1LD6,190,3,3,3,WASHINGTON,521594116,"MARY'S CENTER FOR MATERNAL AND CHILD CARE, INC.",DC,20009,,non-profit,2024,2024,2022,2022,0,0,0,0,60,0,0,0,1,56,130,47516695,1,1900
L45FLFHWMGQ9,14,3,2,3,CLAREMONT,951664101,CLAREMONT MCKENNA COLLEGE,CA,91711,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,6,0,14,30349625,1,140
YALTJNQNM287,1,1,1,1,Fairview,472059580,Fairview Regional Medical Center,OK,73737,,local,2023,2023,2023,2023,0,0,0,0,1,0,0,0,0,1,0,1842772,0,10
J2EPJLYKKJL5,28,3,1,3,Greeley,846011918,United Way of Weld County,CO,80631,,non-profit,2024,2022,2022,2022,0,0,0,0,0,28,0,0,0,0,0,9210587,1,280
GFFMCW9XDA53,32,3,3,3,HILLSBOROUGH,566000327,"ORANGE COUNTY, NORTH CAROLINA",NC,27278,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,9,32,85796752,1,320
NMMKG6CCEMW4,4,3,2,3,ST LOUIS,430652675,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST LOUIS,MO,63110,,higher-ed,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,2,4,87011792,1,40
C6YHVLXDZNJ5,4,3,1,3,ENID,731116755,"COMMUNITY DEVELOPMENT SUPPORT ASSOCIATION, INC.",OK,73701,,non-profit,2024,2022,2022,2022,0,0,0,0,0,4,0,0,0,0,0,8300858,1,40
D5K3TCJMJ299,2,3,2,3,Houston,741662104,Better Business Bureau of Metropolitan Houston Educational Foundation,TX,77027,,non-profit,2024,2023,2022,2022,0,0,0,0,1,0,0,0,0,1,1,3865690,0,20
S1WLJ5TXNM85,2,1,1,1,TRAVERSE CITY,322032908,"ADDICTION TREATMENT SERVICES, INC.",MI,49686,,non-profit,2023,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,2,1027525,0,20
FTNCVLFGM4G9,1,3,1,3,TUSKEGEE,636001383,"CITY OF TUSKEGEE, ALABAMA",AL,36083,,local,2024,2023,2023,2022,0,0,0,0,1,0,0,0,0,0,0,17646342,0,10
JDZXS2JL8NL1,4,2,1,2,La Quinta,953740431,City of La Quinta,CA,92253,,local,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,4,9932662,1,40
DKDHA3G4YCQ6,3,3,2,3,PIKEVILLE,610444788,UNIVERSITY OF PIKEVILLE,KY,415011194,84,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,1,0,2,167295854,1,30
J1RCZHDJKBN5,435,2,2,2,Baltimore,521524965,Kennedy Krieger Institute,MD,21205,,non-profit,2024,2024,2023,2023,0,0,0,0,0,0,0,0,0,9,0,85884269,1,4350
PQFDDRM4AEX3,1,3,1,3,SALT LAKE CITY,273842130,UTAH CONNECTIONS ACADEMY,UT,84106,,state,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,3008266,0,10
SYBCLXUJEYX7,5,3,3,3,BELLINGHAM,910918619,ALTERNATIVES TO HUNGER,WA,98225,,non-profit,2024,2024,2022,2022,0,0,0,0,5,5,0,0,0,5,0,10402715,1,50
K3LWE6J8CUE6,125,3,3,3,JEFFERSON CIY,446000987,STATE OF MISSOURI,MO,651011517,93,state,2024,2024,2022,2022,0,0,0,0,29,16,0,0,18,82,82,60325380857,1,1250
LR39ER5VYED6,4,3,1,3,HUNTINGTON PARK,954666712,"UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC",CA,90255,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,4,10372245,1,40
W62NV2TJLQ37,2,3,1,3,MOUNTAIN PINE,710475987,MOUNTAIN PINE SCHOOL DISTRICT,AR,719560001,,local,2024,2023,2023,2022,0,0,0,0,2,2,0,0,2,0,0,6732899,0,20
WZTVJL54G1E5,8,4,1,4,Gladwin,386001283,Gladwin Community Schools,MI,48625,,local,2025,2022,2022,2022,0,0,0,0,0,0,0,0,0,8,8,18251421,1,80
THBBSQXLE7V9,15,5,5,5,Guilderland,146002220,Town of Guilderland,NY,12084,,local,2022,2022,2018,2018,0,0,0,0,14,0,0,0,0,11,1,5586661,1,150
VJCYT9DK9NZ7,4,4,3,4,Indianapolis,351272460,"Grandview Square Cooperative, Inc.",IN,46220,,non-profit,2025,2025,2022,2022,0,0,0,0,0,1,0,0,4,0,0,4911747,1,40
N8YHPCQ66FJ6,1,3,1,3,SANTAQUIN,161779566,C.S. LEWIS ACADEMY,UT,84655,,state,2024,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,12144489,0,10
SLEBAKKSB8N8,2,3,1,3,TACOMA,910847534,ASSOCIATED MINISTRIES OF TACOMA/PIERCE COUNTY,WA,98405,,non-profit,2024,2024,2024,2022,0,0,0,0,2,0,0,0,0,0,0,11151561,0,20
NW6SQCAKHSL8,5,3,3,3,ALEXANDRIA,582040928,"PRINCE GEORGE'S COUNTY VOA LIVING CENTER I, INC.",LA,22314,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,2,0,3825251,1,50
MVUBGU2DDXT9,30,2,2,2,Holland,471204535,"Michigan Association of Recovery Residences, Inc.",MI,49423,,non-profit,2023,2023,2022,2022,0,0,0,0,30,30,0,0,18,14,0,1666868,1,300
K9GHZP8KARQ8,1,2,1,2,VALLEY CITY,456002171,CITY OF VALLEY CITY,ND,58072,,local,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,1,2850749,0,10
LNLSS3HDNNN7,1,4,1,4,Rapid City,460281029,"Western South Dakota Community Action, Inc.",SD,57701,,non-profit,2025,2024,2024,2022,0,0,0,0,1,0,0,0,0,0,0,22398167,0,10
NFZ4MDQKFSW1,8,3,1,3,CRANDON,396005697,FOREST COUNTY,WI,54520,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,8,4594005,1,80
FSSFBNJTLDH3,1,1,1,1,LOWVILLE,156000458,LEWIS COUNTY GENERAL HOSPITAL AND RESIDENTIAL HEALTH CARE FACILITY,NY,13367,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,3322026,0,10
YY82LNJLDNU7,23,4,2,4,Mankato,416050353,"Minnesota Valley Action Council, Inc.",MN,56001,,non-profit,2025,2025,2023,2022,0,0,0,0,8,0,0,0,4,0,15,77768053,1,230
K9YXV4BK2BB8,2,3,1,4,Great Falls,810465605,"Great Falls Development Authority, Inc.",MT,59404,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,43558080,0,20
ND1QEPHA86P9,1,1,1,1,Springfield,476006367,"City of Springfield, Nebraska",NE,68059,,local,2023,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,1,1922309,0,10
KM4SUY2K4E33,2,3,1,3,WORTHINGTON,461138521,"GOOD SHEPHERD REAL ESTATE HOLDING, LLC D/B/A THE GOOD SHEPHERD",OH,43085,,non-profit,2024,2024,2024,2022,0,0,0,0,1,0,0,0,0,0,1,11009677,0,20
GARCVZYYQTL3,1,3,1,3,ESCONDIDO,956003843,PALOMAR HEALTH,CA,92029,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,1,10262379,0,10
NZW6FNH9EQ11,2,2,1,2,PHILADELPHIA,231365980,GREATER PHILADELPHIA COMMUNITY ALLIANCE,PA,19146,,non-profit,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,0,6693405,0,20
JKL6PFR6MYK7,8,3,2,4,Getzville,166198498,"Horizon Health Services, Inc. and Affiliates",NY,14068,,non-profit,2024,2023,2022,2022,0,0,0,0,2,0,0,0,0,0,6,18152127,1,80
LMDQFL3FEJN4,1,3,1,3,MOSES LAKE,320268272,GRANT COUNTY HEALTH DISTRICT,WA,98837,,local,2024,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,4211686,0,10
D4AEJBK74GM5,4,3,3,3,MINNEAPOLIS,410977257,METROPOLITAN ECONOMIC DEVELOPMENT ASSOCIATION,MN,55411,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,1,4,7842622,1,40
QR2GA81MJNF3,2,3,2,3,NEWPORT NEWS,546022059,"CITY OF NEWPORT NEWS, VIRGINIA",VA,236079136,20,local,2024,2023,2022,2022,0,0,0,0,2,2,0,0,0,2,0,173000150,0,20
LLJTQLUT3G35,4,1,1,1,WYOMING,426038968,MIDLAND COMMUNITY SCHOOL DISTRICT,IA,52362,,local,2022,2022,2022,2022,0,0,0,0,4,0,0,0,0,4,0,1095596,1,40
H8PFW9H5NF48,1,2,1,2,ATLANTA,581568421,"SALEM BAPTIST CHURCH OF ATLANTA HOUSING FOUNDATION, INC.",GA,30355,,non-profit,2023,2022,2022,2022,0,0,0,0,0,1,0,0,1,0,1,5954082,0,10
F8V5PEN89KK9,8,3,2,3,TOPEKA,481238782,TOPEKA HOUSING AUTHORITY,KS,666071444,,local,2024,2023,2022,2022,0,0,0,0,6,5,0,0,2,0,0,30836122,1,80
UKXHU6SJXLR9,3,3,2,3,Joliet,366088568,City of Joliet,IL,60432,,local,2024,2024,2023,2022,0,0,0,0,0,0,0,0,1,1,0,96153802,1,30
ZECRPMBTTD45,7,3,3,3,SEATTLE,910956784,DISABILITY RIGHTS WASHINGTON,WA,98104,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,5,2,7,8916207,1,70
CCLVJ447VKN6,6,3,3,3,NEW HAVEN,208411466,MARGARET B. MACK SUPPORTIVE HOUSING CORPORATION HUD PROJ. #017-HD038,CT,06519,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,3,6,6645235,1,60
HDYRSNRPRLW5,3,2,2,2,Washington,521850983,The Hearth Foundation Inc,TX,20009,,non-profit,2023,2023,2022,2022,0,0,0,0,0,3,0,0,3,1,3,2184915,1,30
VPPGNWW6S2M7,2,3,2,3,MISHAWAKA,356001115,CITY OF MISHAWAKA,IN,46544,,local,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,2,2,11895986,0,20
DLQ6M1K2KNP9,32,3,1,4,SILVER SPRING,273235008,CENTER FOR DISEASE DYNAMICS ECONOMICS & POLICY INC.,MD,20910,,non-profit,2024,2022,2022,2022,0,0,0,0,32,0,0,0,0,28,0,12536260,1,320
XM94E912XBN6,4,3,2,3,TROY,630517976,"ORGANIZED COMMUNITY ACTION PROGRAM, INC.",AL,36081,,non-profit,2024,2023,2022,2022,0,0,0,0,3,0,0,0,3,2,1,38997851,1,40
DGQ5LHELZGY7,1,2,1,2,CRAIG,920165708,INTER-ISLAND FERRY AUTHORITY,AK,99921,,local,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,0,3268955,0,10
FWMJKZL477L3,6,3,1,3,NEW YORK,133615533,"ROCKEFELLER PHILANTHROPY ADVISORS, INC.",NY,10008,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,6,48054489,1,60
LLN1UED9KV25,1,3,1,3,NEW YORK,112290832,"HANAC, INC. AND AFFILIATES",NY,10001,,non-profit,2024,2023,2023,2022,0,0,0,0,1,1,0,0,0,0,0,42360390,0,10
HTKAJPM1K7H9,1,3,1,3,Blountstown,596000357,Calhoun County District School Board,FL,32424,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,16351679,0,10
EFSQCSK1JQ69,14,3,3,3,CLARION,421403827,CLARION GOLDFIELD DOWS CSD,IA,50525,,local,2024,2024,2022,2022,0,0,0,0,14,0,0,0,0,9,0,5433248,1,140
T4Z6AWHTUJQ9,3,2,1,2,MEMPHIS,300156143,SOUTHERN AVENUE CHARTER ELEMENTARY SCHOOL OF ACADEMIC EXCELLENCE AND CREATIVE ARTS,TN,38132,,non-profit,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,3,3497881,1,30
NU9UAKLRDDP1,398,2,2,2,NESPELEM,910557683,CONFEDERATED TRIBES OF THE COLVILLE RESERVATION,WA,99155,21,tribal,2023,2023,2022,2022,0,0,0,0,398,397,0,0,67,234,0,263044493,1,3980
HZKBYTAKF622,4,3,3,4,CHICAGO,363809778,CHICAGO RECOVERY ALLIANCE,IL,60612,,non-profit,2023,2023,2021,2021,0,0,0,0,4,4,0,0,0,3,0,6162093,1,40
T768HKZ8PLC2,1,4,1,4,Baltimore,520001005,Maryland Transportation Authority,MD,21224,,local,2025,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,253167884,0,10
C4MKS1YDS2J3,12,3,1,3,EL CAJON,831923701,"METRO COMMUNITY MINISTRIES, INC.",CA,92020,,non-profit,2024,2022,2022,2022,0,0,0,0,12,1,0,0,0,0,0,4885622,1,120
D7EBKGVJRCL1,19,3,3,3,FT. APACHE,860721262,THEODORE ROOSEVELT BOARDING SCHOOL,AZ,85926,,tribal,2024,2024,2022,2022,0,0,0,0,5,5,0,0,8,11,14,12340949,1,190
CJVYR6ALJJN6,4,4,1,5,JOHNSBURG,366005083,JOHNSBURG COMMUNITY UNIT SCHOOL DISTRICT NO. 12,IL,60051,,local,2025,2023,2023,2022,0,0,0,0,0,0,0,0,4,0,0,8757622,1,40
DTRBG44CLUY7,1,3,1,3,WHEELING,550391262,"CATHOLIC CHARITIES WEST VIRGINIA,INC.",WV,26003,,non-profit,2024,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,11544943,0,10
YKY8U7F57B69,2,4,1,4,Monticello,473077497,Sherburne and Northern Wright Special Education Cooperative,MN,55362,,local,2025,2025,2025,2022,0,0,0,0,0,0,0,0,0,0,2,8625459,0,20
JTAWL8ENQZV3,4,1,1,1,SULLIVAN,391307219,TOWN OF SULLIVAN SANITARY DISTRICT NO. 1,WI,53178,,local,2022,2022,2022,2022,0,0,0,0,2,0,0,0,0,2,0,1332574,1,40
MR73WF5SHRW4,13,3,3,3,CHICAGO,366009515,NORTHEASTERN ILLINOIS UNIVERSITY,IL,60625,84,higher-ed,2024,2024,2022,2022,0,0,0,0,2,0,0,0,1,9,11,134685114,1,130
GEPHBMGM92V6,1,4,1,4,Olympia,911323282,Washington Association for Community Health,WA,98501,,non-profit,2025,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,5518897,0,10
X3KYXVD9ZHK5,4,3,2,3,FAIRFAX,510449674,"CLA HOMES I, CORP.",VA,22031,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,2,4,3253681,1,40
NHK8KH4PZBX4,5,3,1,3,PARKSTON,466001961,PARKSTON SCHOOL DISTRICT NO. 33-3,SD,57366,,local,2024,2022,2022,2022,0,0,0,0,5,0,0,0,0,5,0,3951342,1,50
LLGLK8HB2QQ3,17,1,1,1,Crothersvile,351103164,Crothersville Community Schools,IN,47229,,local,2023,2023,2023,2023,0,0,0,0,17,7,0,0,0,0,0,1908665,1,170
NKZ4P157JK93,3,3,2,3,ATLANTA,261565763,PROVIDENCE MANOR DEVELOPMENT CORPORATION,GA,30335,,non-profit,2024,2023,2022,2022,0,0,0,0,0,3,0,0,2,0,3,15940065,1,30
KP7KXJATLWJ1,1,6,1,6,Doraville,237442673,"Metro Atlanta Recovery Residences, Inc.",GA,30340,,non-profit,2024,2024,2024,2019,0,0,0,0,1,0,0,0,1,0,0,14917823,0,10
F8WGYAGJY4J4,1,4,1,4,Harrisonburg,546001582,"COUNTY OF ROCKINGHAM, VIRGINIA",VA,22802,,local,2025,2022,2022,2022,0,0,0,0,1,1,0,0,1,0,0,134386998,0,10
H61TDJPRUNC4,6,3,3,3,NORTH MIAMI BEACH,650139973,"LOCK TOWNS RESIDENTIAL FACILITIES, INC. (A NON-PROFIT CORPORATION)",FL,33164,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,1,4,0,3933680,1,60
EDEMKNU3AV81,3,2,1,2,BROOKLYN,460639838,"REFUGEE SOLIDARITY NETWORK, INC.",NY,11205,,non-profit,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,3,4736346,1,30
SLRABA26DMP1,45,2,2,2,SELMA,351099260,LIBERTY-PERRY COMMUNITY SCHOOL CORPORATION,IN,47383,,local,2024,2024,2022,2022,0,0,0,0,45,14,0,0,0,14,0,6453678,1,450
UZCJUZKS7MW9,8,3,2,3,SAN FRANCISCO,940294860,ASTRONOMICAL SCOIETY OF THE PACIFIC,CA,94112,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,8,4597311,1,80
