uei,years_audited,audit_reports_count,city,ein,entity_name,state,zip,cognizant_agency,entity_type,latest_audit_year,earliest_audit_year,going_concern_count,internal_control_def_count,low_risk_count,material_weakness_gen_count,material_weakness_count,modified_opinion_count,noncompliance_count,prior_findings_count,questioned_costs_count,repeat_finding_count,significant_deficiency_count,total_expenditures,is_problem_entity,risk_score,recipient_name,recipient_state,recipient_city,total_funding,total_obligated,total_awards,program_count,funding_num
P49TJZ2JQ3Z6,3,3,MEDINA,346001851,MEDINA COUNTY COMBINED GENERAL HEALTH DISTRICT,OH,44256,,local,2024,2022,0,0,0,0,4,4,0,0,0,5,5,7269759,1,90,COUNTY OF MEDINA,OH,MEDINA,6360696,26232420,23,3,6360696
KTV2FNPR2BR7,2,2,Bakersfield,455281837,"Bakersfield, American Indian Health Project INC",CA,93301,,non-profit,2023,2022,0,0,0,0,7,4,0,0,0,3,3,6207237,1,100,BAKERSFIELD AMERICAN INDIAN HEALTH PROJECT,CA,BAKERSFIELD,6357992,11589852,35,6,6357992
NNBXQ1D4DEK9,1,1,Fairfield,816001490,Greenfields Irrigation District,MT,59436,,local,2022,2022,0,0,0,0,0,0,0,0,0,0,3,1450947,1,30,GREENFIELDS IRRIGATION DISTRICT,MT,FAIRFIELD,6355780.57,6469612.92,10,2,6355780.57
HM2MX7YYACA1,3,3,OMAHA,470697260,"NEBRASKA URBAN INDIAN HEALTH COALITION, INC.",NE,68107,,tribal,2024,2022,0,0,0,0,2,8,0,0,0,8,6,13477507,1,160,"NEBRASKA URBAN INDIAN HEALTH COALITION, INC.",NE,OMAHA,6348828.41,22800941,30,5,6348828.41
D9EFKKGTLZ81,1,1,PHILADELPHIA,912065051,ELUNA,PA,19103,,non-profit,2022,2022,0,0,0,0,0,0,0,0,0,0,3,851235,1,30,ELUNA,PA,PHILADELPHIA,6342759,7561991,7,1,6342759
GGYLK3LJLK94,3,3,SAN JUAN,660446732,MOVIMIENTO PARA EL ALCANCE DE VIDA INDEPENDIENTE (MAVI),PR,00928,,non-profit,2024,2022,0,0,0,0,7,0,0,0,0,0,0,5079307,1,70,MOVIMIENTO PARA EL ALCANCE DE VIDA INDEPENDIENTE INC,PR,SAN JUAN,6340784,6899000,45,3,6340784
QBYKK8EWL3R5,2,2,EDGEWATER,460452143,COUNCIL OF WESTERN STATE FORESTERS,CO,80214,,non-profit,2023,2022,0,0,0,0,0,0,0,0,18,6,30,2652002,1,300,COUNCIL OF WESTERN STATE FORESTERS,CO,DENVER,6334312.38,4511000,25,5,6334312.38
WAHBVHTVZD74,3,3,MCPHERSON,430577656,CENTRAL CHRISTIAN COLLEGE OF KANSAS AND AFFILIATES,KS,67460,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,2,4,10,19137919,1,110,CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,MCPHERSON,6333703.07,7262034,41,5,6333703.07
MMVTYSGAXDQ1,3,3,MILES CITY,816001292,CITY OF MILES CITY,MT,593010910,,local,2024,2022,0,0,0,0,7,3,0,0,0,4,0,7500407,1,70,CITY OF MILES CITY,MT,MILES CITY,6322159.67,9478844,24,4,6322159.67
LGF9PV1GH5D5,3,3,Alpine,746000021,"Brewster County, Texas",TX,79831,,local,2024,2021,0,0,0,0,0,0,0,0,0,10,0,6043259,1,100,COUNTY OF BREWSTER,TX,ALPINE,6317724.47,5984106.26,18,3,6317724.47
N4NCMXXLVS49,2,2,AMHERST,546001115,"COUNTY OF AMHERST, VIRGINIA",VA,24521,,local,2024,2023,0,0,0,0,0,0,0,0,0,6,0,31960140,1,150,AMHERST COUNTY BOARD OF SUPERVISORS,VA,AMHERST,6317393.01,6357154.4,12,2,6317393.01
LWMLHPUM9L83,1,1,NEWARK,815095139,"RIKARBON, INC.",DE,19713,,unknown,2022,2022,0,0,0,0,20,20,0,0,4,0,0,938371,1,200,RIKARBON INC,DE,NEWARK,6301413,13828916,13,1,6301413
NVUVKDMLSNC5,3,3,PEORIA,371107464,SOUTHSIDE COMM HOUSING CORP - SOUTHSIDE MANOR,IL,61605,,non-profit,2024,2022,0,0,0,0,5,0,0,0,0,3,0,16646562,1,60,SOUTHSIDE COMMUNITY HOUSING CORPORATION,IL,PEORIA,6296511,6211390,8,1,6296511
HULJKJMGNPP5,3,3,HARTFORD,061453727,"CONNECTICUT FAIR HOUSING CENTER, INC.",CT,061065112,,non-profit,2024,2022,0,0,0,0,0,1,0,0,0,0,4,4454574,1,40,"CONNECTICUT FAIR HOUSING CENTER, INC.",CT,HARTFORD,6295000,6770000,16,3,6295000
JTGMMMLAU6D4,4,4,HOWELL,381393841,CLEARY UNIVERSITY,MI,48843,,higher-ed,2025,2022,0,0,0,0,12,2,0,0,7,12,26,28474825,1,440,CLEARY UNIVERSITY,MI,HOWELL,6293999.13,7226421.88,29,5,6293999.13
G2HWAMJEGTU6,1,1,Bristow,730760264,Bristow Housing Authority,OK,74010,,local,2021,2021,0,0,0,0,8,8,0,0,0,0,0,756809,1,80,HOUSING AUTHORITY OF CITY OF BRISTOW,OK,BRISTOW,6289898,2693397,135,3,6289898
Z5JCMDJMECM7,2,2,Athens,636001654,Athens Housing Authority,AL,35612,,local,2024,2023,0,0,0,0,1,2,0,0,0,3,4,2771318,1,50,"ATHENS HOUSING MANAGEMENT AGENCY, INC.",AL,ATHENS,6289231,2275110,40,2,6289231
ZANHYJ1ZHTA7,3,3,SALIDA,846000749,CHAFFEE COUNTY,CO,81201,,local,2024,2022,0,0,0,0,2,0,0,0,0,0,2,16527811,1,40,CHAFFEE COUNTY FACILITIES CORPORATION,CO,SALIDA,6261821.18,6459792.32,28,7,6261821.18
EDPNNKARXDY3,3,3,LEWISTOWN,810542382,SNOWY MOUNTAIN DEVELOPMENT CORPORATION,MT,59547,,non-profit,2024,2022,0,0,0,0,2,0,0,0,0,0,1,6004978,1,30,SNOWY MOUNTAIN DEVELOPMENT CORPORATION,MT,LEWISTOWN,6247339.16,13169960,19,3,6247339.16
K91FAN8WHBM9,3,3,WHITTIER,950948050,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,90604,84,unknown,2024,2022,0,0,0,0,0,0,0,0,0,13,20,162635273,1,200,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,WHITTIER,6245144.56,6139939,35,5,6245144.56
DZJVS68RAQE4,2,2,FAIRBANKS,237326856,"FAIRBANKS RESCUE MISSION, INC.",AK,99701,,non-profit,2022,2021,0,0,0,0,14,10,0,0,10,4,0,1686258,1,140,"FAIRBANKS RESCUE MISSION, INC",AK,FAIRBANKS,6240457.15,4314302.58,22,2,6240457.15
NAFPUP5GLGH8,3,3,HERKIMER,156002700,HERKIMER HOUSING AUTHORITY,NY,13350,,unknown,2024,2022,0,0,0,0,1,0,0,0,0,0,3,3638057,1,40,"HERKIMER AFFORDABLE HOUSING, INC.",NY,HERKIMER,6239639,2037130,159,3,6239639
NUDHMB734KR7,3,3,Providence,462470807,College Unbound,RI,02905,,higher-ed,2024,2022,0,0,0,0,9,27,0,0,10,18,23,11227914,1,320,COLLEGE UNBOUND,RI,PROVIDENCE,6232255.9,5564565.19,32,6,6232255.9
CH7PR8S5Y183,3,3,WHITEHALL,396005747,TREMPEALEAU COUNTY,WI,54773,,local,2024,2022,0,0,0,0,0,0,0,0,0,2,4,14300118,1,40,COUNTY OF TREMPEALEAU,WI,WHITEHALL,6225235,6111550,12,3,6225235
H4NULE74YJM9,3,3,Crookston,416005869,Polk County,MN,56716,,local,2024,2022,0,0,0,0,0,0,0,0,0,1,3,25919211,1,30,COUNTY OF POLK,MN,CROOKSTON,6216676.08,6216676.08,2,1,6216676.08
XNV6X5K8UB63,3,3,WINSTON-SALEM,561376950,"NOVANT HEALTH, INC.",NC,27103,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,6,111260212,1,80,"NOVANT HEALTH, INC",NC,WINSTON SALEM,6206549.08,7494941.03,18,3,6206549.08
XNWCB9H1SV44,3,3,Juneau,391330384,Dodge County Housing Authority,WI,53039,,local,2024,2022,0,0,0,0,0,0,0,0,0,40,40,17474078,1,400,DODGE COUNTY HOUSING AUTHORITY,WI,JUNEAU,6206252.53,4077931.59,127,3,6206252.53
PMLHSB3Y4EH5,3,3,ST LOUIS,431865393,"MURPHY SENIOR LIVING, INC",MO,63103,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,7,18935791,1,70,MURPHY SENIOR LIVING INC,MO,SAINT LOUIS,6202648,5434113,16,2,6202648
DBL5ZPBLQC11,3,3,SACRAMENTO,371417129,"OPENING DOORS, INC.",CA,95825,,non-profit,2024,2022,0,0,0,0,12,13,0,0,6,0,1,19516300,1,130,"OPENING DOORS, INC",CA,SACRAMENTO,6198098,5507786.36,36,4,6198098
LBKNAMGLNZ61,3,3,Lexington Park,521849276,"Three Oaks Homeless Shelter, Inc",MD,20653,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,8432760,1,560,THREE OAKS HOMELESS SHELTER INC,MD,LEXINGTON PARK,6193493.15,1974989,33,2,6193493.15
WDQQLU5TSNA3,2,2,SANTA ISABEL,660433534,MUNICIPALITY OF SANTA ISABEL,PR,00757,,local,2023,2022,0,0,0,0,0,0,0,0,0,9,11,14852799,1,110,MUNICIPIO DE SANTA ISABEL,PR,SANTA ISABEL,6178443,4558198,102,2,6178443
P6LXGZDAKJP3,1,1,Montgomery,036000575,"Town of Montgomery, Vermont",VT,05471,,local,2024,2024,0,0,0,0,6,2,0,0,0,0,0,1625946,1,60,TOWN OF MONTGOMERY TOWN OFFICE,VT,MONTGOMERY CENTER,6169061.9,6139061.9,3,1,6169061.9
SRMEDYXMNF53,1,1,SAN DIEGO,951643375,SAN DIEGO SOCIETY OF NATURAL HISTORY,CA,92101,,non-profit,2022,2022,0,0,0,0,21,0,0,0,0,0,0,2691876,1,210,THE SAN DIEGO SOCIETY OF NATURAL HISTORY,CA,SAN DIEGO,6167970.54,4938157.37,54,5,6167970.54
GBPMHQM2SRL3,3,3,NEW ORLEANS,720502505,OCHSNER CLINIC FOUNDATION,LA,701212428,93,non-profit,2024,2022,0,0,0,0,0,0,0,0,3,0,0,243018774,1,30,OCHSNER CLINIC FOUNDATION,LA,NEW ORLEANS,6144102.09,15043023.62,18,5,6144102.09
CBSFJYNJFW85,3,3,DENVER,840775550,LUTHERAN SOCIAL SERVICES OF COLORADO/DBA LUTHERAN FAMILY SERVICES,CO,80204,,non-profit,2024,2022,0,0,0,0,4,0,0,0,0,0,0,65159044,1,40,LUTHERAN SOCIAL SERVICES OF COLORADO,CO,DENVER,6130181.72,6867029.1,52,4,6130181.72
T81XP49LWJG9,3,3,Galesburg,486196098,"Rural Water District No. 4, Neosho-Labette County, KS",KS,66740,,local,2024,2022,0,0,0,0,3,0,0,0,0,0,0,20323258,1,30,NEOSHO RURAL WATER DISTRICT,KS,GALESBURG,6111000,6111000,3,1,6111000
LUXMWHMNM7W1,3,3,RINGGOLD,582539935,"GEORGIA ASSOCIATION OF CONSERVATION DISTRICTS, INC.",GA,307361134,,non-profit,2023,2019,0,0,0,0,17,17,0,0,0,62,45,4484151,1,620,"GEORGIA ASSOCIATION OF CONSERVATION DISTRICTS, INC",GA,ATHENS,6105506.62,6356571.56,16,3,6105506.62
W1R2TL4LMVY7,3,3,EVERETT,911497667,COCOON HOUSE,WA,98021,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,6,26096256,1,60,COCOON HOUSE,WA,EVERETT,6103097.05,6094895.56,48,4,6103097.05
WD9ANCJJR8H5,4,4,Chicago,363239918,Trinity Community Housing Corp,IL,60653,,non-profit,2024,2021,0,0,0,0,31,37,0,0,4,18,6,18822536,1,450,TRINITY COMMUNITY HOUSING CORP,IL,CHICAGO,6099432,6008185,10,1,6099432
JMSAFUZK9CM6,3,3,SACRAMENTO,770347420,CALIFORNAI PARTNERSHIP TO END DOMESTIC VIOLENCE,CA,95814,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,6357176,1,30,CALIFORNIA PARTNERSHIP TO END DOMESTIC VIOLENCE,CA,SACRAMENTO,6098075,13188542,32,4,6098075
KH9FELLNT5G3,3,3,Atlanta,582634738,"Quest Community Development Organization, Inc.",GA,30314,,non-profit,2024,2022,0,0,0,0,0,0,0,0,1,1,3,55680918,1,30,"QUEST COMMUNITY DEVELOPMENT ORGANIZATION, INC",GA,ATLANTA,6096092.34,2434126,20,1,6096092.34
JTLRMCPNL8G5,3,3,REDLANDS,330620701,COMMUNITY CHRISTIAN COLLEGE,CA,923744970,,non-profit,2024,2022,0,0,0,0,8,0,0,0,8,20,39,12290450,1,470,COMMUNITY CHRISTIAN COLLEGE,CA,REDLANDS,6079406.84,8466553.9,38,4,6079406.84
EMLZMXEKX4E1,3,3,NORCROSS,580660607,THE SALVATION ARMY ATLANTA AREA COMMAND,GA,300931725,,non-profit,2024,2022,0,0,0,0,2,2,0,0,3,1,1,8752154,1,30,THE SALVATION ARMY,GA,NORCROSS,6079393.17,12874087.6,13,1,6079393.17
N33JLJTRGK89,3,3,CITRONELLE,630891902,MOBILE COUNTY HOUSING AUTHORITY,AL,36522,,local,2024,2022,0,0,0,0,4,1,0,0,0,3,0,2955197,1,40,MOBILE COUNTY HOUSING AUTHORITY,AL,CITRONELLE,6076666,1294820,133,3,6076666
M6WFAX2JKEL8,1,1,Darrington,916001419,Town of Darrington,WA,98241,,local,2024,2024,0,0,0,0,8,0,0,0,0,0,0,952592,1,80,TOWN OF DARRINGTON,WA,DARRINGTON,6072900,6072900,2,1,6072900
CKYWM34JGW95,3,3,Lincoln,470606289,Nebraska Domestic Violence Sexual Assault Coalition,NE,68510,,non-profit,2024,2022,0,0,0,0,21,0,0,0,0,3,6,4762138,1,270,NEBRASKA DOMESTIC VIOLENCE SEXUAL ASSAULT COALITION,NE,LINCOLN,6062646.01,3736731,33,4,6062646.01
GJHCQ2DA99T6,3,3,EVERETT,916001542,EVERETT SCHOOL DISTRICT NO. 2,WA,98213,,local,2024,2022,0,0,0,0,4,4,0,0,4,2,0,92721747,1,40,EVERETT SCHOOL DISTRICT 2,WA,EVERETT,6057214.01,3802016.89,59,2,6057214.01
G5AKLBFHMPG8,3,3,SACRAMENTO,942493158,W.E.A.V.E. INCORPORATED,CA,95811,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,14025903,1,30,WEAVE INC.,CA,SACRAMENTO,6050061.78,9344225,26,6,6050061.78
LMGWHNUKM2C5,3,3,CHICAGO,362593545,ERIKSON INSTITUTE,IL,60654,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,1,1,7,19845600,1,70,ERIKSON INSTITUTE,IL,CHICAGO,6047215.85,12589006,39,6,6047215.85
NBBSKPEAHJ25,3,3,MONTGOMERY,630656140,COUNCIL ON SUBSTANCE ABUSE NCADD,AL,36117,,non-profit,2024,2022,0,0,0,0,6,0,0,0,9,12,20,6490802,1,260,COUNCIL ON SUBSTANCE ABUSE-NCADD,AL,MONTGOMERY,6031738,6006697,28,4,6031738
E38PN6F4AVU3,2,2,Youngstown,341751707,The Youngstown Edison Incubator Corp. DBA Youngstown Business Incubator,OH,44503,,non-profit,2024,2023,0,0,0,0,0,0,0,0,0,0,0,5126550,1,90,YOUNGSTOWN EDISON INCUBATOR CORP,OH,YOUNGSTOWN,6031223,5398179,8,3,6031223
E2G9MFMN1NN8,1,1,Anniston,630567855,East Alabama Regional Planning and Development Commission,FL,36201,,local,2022,2022,0,0,0,0,7,0,0,0,0,29,29,7941415,1,360,EAST ALABAMA REGIONAL PLANNING & DEVELOPMENT COMMISSION,AL,ANNISTON,6027380.03,4531061,15,4,6027380.03
N2DMZ185AJH7,3,3,Washington,454737489,"Life Asset, Inc.",DC,20009,,non-profit,2023,2021,0,0,0,0,0,0,0,0,0,0,3,3861455,1,30,"LIFE ASSET, INC",DC,WASHINGTON,6025499,4739573,11,2,6025499
MHM2Y1E65QH3,3,3,Portland,931012686,Mental Health & Addiction Association of Oregon,OR,97232,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,5,9532329,1,50,THE MENTAL HEALTH ASSOCIATION OF OREGON,OR,PORTLAND,6021874.41,15910811.53,12,3,6021874.41
XP9SVP23KLF1,3,3,Nashville,581339487,"First Baptist Church Capitol Hill Homes, Inc. d/b/a Kelly Miller Smith Towers",TN,37218,,non-profit,2024,2022,0,0,0,0,6,6,0,0,2,6,0,15791930,1,60,KELLY MILLER SMITH TOWERS,TN,NASHVILLE,6010251,5581907,15,2,6010251
DEF8RN9BAUD3,3,4,BROCKTON,222538039,"FATHER BILLS & MAINSPRING, INC. AND AFFILIATES",MA,02301,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,3,59122088,1,30,"FATHER BILL'S & MAINSPRING, INC.",MA,BROCKTON,6007644.5,5287196,23,2,6007644.5
C7KRGG3XVNW3,2,2,Vinton,742051987,"Village of Vinton, Texas",TX,79821,,local,2023,2022,0,0,0,0,0,0,0,0,0,7,0,7143422,1,140,VILLAGE OF VINTON,TX,ANTHONY,6000000,6000000,2,1,6000000
FRMNXEUG7DY9,3,4,RALEIGH,566017737,WAKEMED,NC,27620,,non-profit,2024,2022,0,0,0,0,2,1,0,0,1,2,4,82038623,1,60,WAKEMED,NC,RALEIGH,6000000,12000000,2,1,6000000
V918MVBF3A19,3,3,Wilmington,811773249,Wilmington Neighborhood Conservancy Land Bank,DE,19801,,local,2024,2022,0,0,0,0,0,0,0,0,0,2,5,11609366,1,50,WILMINGTON NEIGHBORHOOD CONSERVANCY LAND BANK CORPORATION,DE,WILMINGTON,6000000,6000000,2,1,6000000
MCNVH8MKQ1K1,3,3,MIDDLETOWN,141596731,HONOR EHG INC,NY,10940,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,4,12619937,1,50,"HONOR EHG, INC.",NY,MIDDLETOWN,5999699.13,3114000,70,2,5999699.13
KEYMTBW8UKF7,3,3,FREEPORT,111881881,"SOUTH SHORE CHILD GUIDANCE ASSOCIATION, INC.",NY,11520,,state,2024,2022,0,0,0,0,0,0,0,0,0,1,2,5315908,1,60,SOUTH SHORE CHILD GUIDANCE CTR,NY,FREEPORT,5998817,14996451,5,1,5998817
GB9EKNM394M5,2,2,Atlanta,581250486,"Communities in Schools of Georgia, Inc.",GA,30310,,non-profit,2024,2023,0,0,0,0,0,0,0,0,1,1,4,5948378,1,40,"COMMUNITIES IN SCHOOLS OF GEORGIA, INC.",GA,ATLANTA,5993825.67,17879806.67,3,1,5993825.67
GC24QV4U1JL3,2,2,WATSEKA,376001070,"IROQUOIS COUNTY, ILLINOIS",IL,60970,,local,2023,2022,0,0,0,0,1,0,0,0,5,6,6,5377342,1,70,COUNTY OF IROQUOIS,IL,WATSEKA,5992244,7141577,8,3,5992244
LKRGRNR1CM33,2,2,Upper Marlboro,520809020,"Home Innovation Research Labs, Inc.",MD,20774,,non-profit,2024,2023,0,0,0,0,0,0,0,0,0,3,8,3119951,1,80,"HOME INNOVATION RESEARCH LABS, INC.",MD,UPPER MARLBORO,5991837,21769349,25,4,5991837
DBVEXRUANRB3,3,3,ALEXANDRIA,541563782,ARGENTUM,VA,22314,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,4,3928718,1,40,ARGENTUM,VA,ALEXANDRIA,5991235,11981387.9,2,1,5991235
JADAMD8BMG23,4,4,COSTA MESA,956000943,ORANGE COUNTY DEPARTMENT OF EDUCATION,CA,92626,,local,2025,2022,0,0,0,0,0,0,0,0,0,4,11,286555354,1,110,ORANGE COUNTY SUPERINTENDENT OF SCHOOLS,CA,COSTA MESA,5987143,6072205,7,3,5987143
YZLNB69PP3C3,2,2,FORSYTH,816001424,ROSEBUD COUNTY,MT,59047,,local,2024,2023,0,0,0,0,6,6,0,0,0,0,0,3882440,1,60,ROSEBUD COUNTY,MT,FORSYTH,5981647.07,6653835.9,27,3,5981647.07
MQGND4SXR357,3,3,LAKE RIDGE,541732330,"INTERNATIONAL REGISTRATION PLAN, INC.",VA,22192,,non-profit,2024,2022,0,0,0,0,3,2,0,0,1,2,0,2833488,1,30,"INTERNATIONAL REGISTRATION PLAN, INC",KY,EMINENCE,5978960,6237064,5,1,5978960
WDADCEE7TYW4,3,3,CHICAGO,362167937,UCAN,IL,60624,,non-profit,2024,2022,0,0,0,0,3,0,0,0,4,12,26,11117428,1,290,UCAN,IL,CHICAGO,5976625,12388513,16,4,5976625
ZCH6TZ7W1XQ1,3,3,NEW BERN,566000564,HOUSING AUTHORITY OF THE CITY OF NEW BERN,NC,28560,,local,2024,2022,0,0,0,0,1,0,0,0,1,1,4,6678674,1,50,"HOUSING AUTHORITY OF THE CITY OF NEW BERN, NC",NC,NEW BERN,5962314,8927557,26,1,5962314
MWBSR27ZNLM3,3,3,Chicago,320017985,The Experimental Station: 6100 Blackstone,IL,60637,,state,2024,2022,0,0,0,0,4,0,0,0,2,4,2,3247553,1,60,THE EXPERIMENTAL STATION 6100 BLACKSTONE,IL,CHICAGO,5958630.43,6835397.86,6,2,5958630.43
VCTLTAA1SJ73,3,3,PORTLAND,010279387,"PINE TREE LEGAL ASSISTANCE, INC.",ME,04112,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,15191491,1,160,PINE TREE LEGAL ASSISTANCE INC,ME,PORTLAND,5946907.92,6789802.36,19,4,5946907.92
CNY8CLKL9SG9,3,3,FORT MADISON,421004833,LOW RENT HOUSING AGENCY OF FORT MADISON,IA,52627,,local,2024,2022,0,0,0,0,13,0,0,0,3,4,0,3041246,1,130,FORT MADISON HOUSING AUTHORITY,IA,FORT MADISON,5944118,2097023,131,3,5944118
RVK4PGMRX2C8,1,1,CLINT,741505167,EL PASO COUNTY WATER IMPROVEMENT DISTRICT NO. 1,TX,79836,,local,2022,2022,0,0,0,0,0,0,0,0,0,3,3,969813,1,30,EL PASO COUNTY WATER IMPROVEMENT DISTRICT NO 1,TX,CLINT,5920000,6073000,34,2,5920000
LC67HMNF2H11,2,2,New Orleans,720950773,"Orleans Parish Sheriff's Office",LA,70119,,local,2024,2022,0,0,0,0,0,0,0,0,0,1,2,9426256,1,30,ORLEANS PARISH SHERIFFS OFFICE,LA,NEW ORLEANS,5917054,4807000,4,2,5917054
KMV8MSZW1615,4,4,Seattle,910852323,Public Defender Association,WA,98104,,non-profit,2024,2021,0,0,0,0,6,3,0,0,6,8,8,21649381,1,140,PURPOSE DIGNITY ACTION,WA,SEATTLE,5917000,8834000,3,1,5917000
HRU8KE8JQD95,3,3,Kingston,141537663,"Family of Woodstock, Inc.",NY,12401,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,5,0,14190125,1,50,FAMILY OF WOODSTOCK INC,NY,KINGSTON,5904975.67,3849291,88,3,5904975.67
WQHLWVXAD6V5,3,3,LA JOYA,742395494,HOUSING AUTHORITY OF THE CITY OF LA JOYA,TX,78560,,local,2024,2022,0,0,0,0,7,8,0,0,1,9,4,3514815,1,110,LA JOYA HOUSING AUTHORITY,TX,LA JOYA,5904656,1272796,141,3,5904656
C177G3JHC2U3,3,3,RIO RANCHO,043384470,HISPANIC-AMERICAN INSTITUTE INC.,NM,87124,,non-profit,2024,2022,0,0,0,0,0,0,0,0,2,6,10,3468346,1,100,HISPANIC-AMERICAN INSTITUTE INC,NM,ALBUQUERQUE,5900776.63,9482298,24,6,5900776.63
VKH7RC9VS8T8,3,3,POTTERSVILLE,135648615,"WORD OF LIFE FELLOWSHIP, INC. AND SUBSIDIARY",NY,128600129,,higher-ed,2024,2022,0,0,0,0,3,0,0,0,0,0,4,7342765,1,70,WORD OF LIFE FELLOWSHIP INC,NY,POTTERSVILLE,5893443,6991182,25,4,5893443
CJJ4ATAXGGC7,2,2,SUNSET,870127940,DAVIS AND WEBER COUNTIES CANAL COMPANY,UT,84015,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,8293839,1,30,DAVIS & WEBER COUNTIES CANAL CO,UT,CLEARFIELD,5891834.57,6781162.95,17,1,5891834.57
ZKKMEZC27JF7,2,2,GRAND RAPIDS,386002019,GRAND RAPIDS PUBLIC SCHOOLS,MI,49501,84,local,2024,2023,0,0,0,0,0,0,0,0,0,0,3,145411757,1,30,GRAND RAPIDS PUBLIC SCHOOLS,MI,GRAND RAPIDS,5881788.15,4093187.69,56,3,5881788.15
J1GAX7SNKGP2,4,4,Detroit Lakes,016396491,Housing and Redevelopment Authority of Detroit Lakes,MN,56502,,local,2025,2022,0,0,0,0,0,0,0,0,0,0,3,4359361,1,30,HOUSING & REDEVELOPMENT AUTHORITY OF DET,MN,DETROIT LAKES,5857118,1344795,146,3,5857118
GSJ7MSCRJWX7,4,4,Kailua Kona,562638917,"La'I'Opua 2020",HI,96745,,non-profit,2024,2020,0,0,0,0,6,0,0,0,0,5,0,4974985,1,60,LAIOPUA 2020,HI,KAILUA KONA,5847120,16567719,6,1,5847120
Y618KC2TXZY1,3,3,SANTA ROSA,680466730,Koi Nation of Northern California,CA,95404,,tribal,2023,2021,0,0,0,0,7,7,0,0,1,6,4,4389950,1,110,KOI NATION OF NORTHERN CALIFORNIA,CA,SANTA ROSA,5836068.71,5398424.79,31,7,5836068.71
W3TKFGPT6T58,2,2,OAKLAND,203642040,ASYLUM ACCESS,CA,94612,,non-profit,2023,2022,0,0,0,0,0,0,0,0,0,0,6,3716163,1,60,ASYLUM ACCESS,CA,OAKLAND,5827949.66,5794877.01,19,2,5827949.66
WZJJLM4GJEG5,3,3,AMSTERDAM,146002064,"CITY OF AMSTERDAM, NEW YORK",NY,12010,,local,2024,2022,0,0,0,0,2,0,0,0,0,2,6,5599423,1,80,CITY OF AMSTERDAM,NY,AMSTERDAM,5822412,3172412,6,2,5822412
LRN7DLHKH9Z7,3,3,WASHINGTON,351128831,WASHINGTON HOUSING AUTHORITY,IN,47501,,local,2024,2022,0,0,0,0,0,0,0,0,0,2,3,3653527,1,30,WASHINGTON HOUSING AUTHORITY,IN,WASHINGTON,5819935,3188121,26,2,5819935
HUL4SZT2MLD8,3,3,NEW YORK,133751223,COUNCIL TOWERS II HOUSING DEVELOPMENT FUND CORPORATION,NY,10005,,non-profit,2024,2022,0,0,0,0,0,3,0,0,0,1,3,41671698,1,30,COUNCIL TOWERS II,NY,BROOKLYN,5814217,4473458,8,1,5814217
LD3PY59NNF21,3,3,SIOUX FALLS,300017659,SOUTH EASTERN DEVELOPMENT FOUNDATION,SD,57104,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,33008760,1,30,SOUTH EASTERN DEVELOPMENT FOUNDATION,SD,SIOUX FALLS,5814000,5014000,4,1,5814000
TW4LTH8ACNZ2,5,5,Brooklyn,271894231,Hyde Leadership Charter School - Brooklyn,NY,11207,,non-profit,2024,2020,0,0,0,0,0,0,0,0,0,4,0,9279109,1,90,HYDE LEADERSHIP CHARTER SCHOOL BROOKLYN,NY,BROOKLYN,5806163.7,12863772,21,5,5806163.7
FAYFLYXHUFY7,1,1,TUNKHANNOCK,246000762,WYOMING COUNTY,PA,18657,,local,2021,2021,0,0,0,0,14,0,0,0,0,14,0,2659138,1,140,COUNTY OF WYOMING,PA,TUNKHANNOCK,5804420,5804420,2,1,5804420
LBAJDXALYHT4,3,3,San Juan,660234412,"Universidad Carlos Albizu, Inc.",PR,00902,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,2,4,10,173215827,1,100,UNIVERSIDAD CARLOS ALBIZU O UNIVERSIDAD ALBIZU O ALBIZU UNIVERSITY O UCA O CAU INC.,FL,MIAMI,5804006.94,15951821.94,26,5,5804006.94
